Timestamp	Lambda3	Lambda4	Lambda5	Lambda6	Lambda7	Lambda9	Lambda10	Lambda11	Lambda12
17/1/2023 16:27:43.28555	"152,300,306"	"152,673,927"	"153,021,426"	"153,400,324"	"153,842,479"	"154,641,698"	"155,014,100"	"155,414,234"	"155,795,118"
17/1/2023 16:27:43.78555	"152,300,220"	"152,673,755"	"153,021,429"	"153,400,274"	"153,842,515"	"154,641,739"	"155,014,120"	"155,414,379"	"155,795,142"
17/1/2023 16:27:44.28555	"152,300,296"	"152,673,848"	"153,021,518"	"153,400,438"	"153,842,514"	"154,641,704"	"155,014,099"	"155,414,318"	"155,795,155"
17/1/2023 16:27:44.78555	"152,300,263"	"152,673,769"	"153,021,536"	"153,400,395"	"153,842,541"	"154,641,660"	"155,014,097"	"155,414,392"	"155,795,085"
17/1/2023 16:27:45.28555	"152,300,244"	"152,673,749"	"153,021,453"	"153,400,196"	"153,842,520"	"154,641,752"	"155,014,143"	"155,414,393"	"155,795,091"
17/1/2023 16:27:45.78555	"152,300,424"	"152,673,696"	"153,021,476"	"153,400,231"	"153,842,473"	"154,641,641"	"155,014,094"	"155,414,310"	"155,795,214"
17/1/2023 16:27:46.28555	"152,300,304"	"152,673,680"	"153,021,437"	"153,400,325"	"153,842,524"	"154,641,912"	"155,014,077"	"155,414,329"	"155,795,108"
17/1/2023 16:27:46.78555	"152,300,194"	"152,673,694"	"153,021,575"	"153,400,168"	"153,842,485"	"154,641,699"	"155,014,123"	"155,414,291"	"155,795,147"
17/1/2023 16:27:47.28555	"152,300,127"	"152,673,614"	"153,021,403"	"153,400,361"	"153,842,587"	"154,641,798"	"155,014,174"	"155,414,392"	"155,795,108"
17/1/2023 16:27:47.78555	"152,300,324"	"152,673,710"	"153,021,474"	"153,400,390"	"153,842,539"	"154,641,681"	"155,014,132"	"155,414,350"	"155,795,090"
17/1/2023 16:27:48.28555	"152,300,449"	"152,673,678"	"153,021,441"	"153,400,390"	"153,842,537"	"154,642,031"	"155,014,131"	"155,414,415"	"155,795,140"
17/1/2023 16:27:48.78555	"152,300,231"	"152,673,725"	"153,021,421"	"153,400,260"	"153,842,534"	"154,641,718"	"155,014,237"	"155,414,390"	"155,795,283"
17/1/2023 16:27:49.28555	"152,300,244"	"152,673,586"	"153,021,351"	"153,400,425"	"153,842,628"	"154,641,756"	"155,014,257"	"155,414,558"	"155,795,121"
17/1/2023 16:27:49.78555	"152,300,354"	"152,673,633"	"153,021,521"	"153,400,363"	"153,842,611"	"154,641,752"	"155,014,195"	"155,414,374"	"155,795,158"
17/1/2023 16:27:50.28555	"152,300,255"	"152,673,706"	"153,021,484"	"153,400,262"	"153,842,600"	"154,641,648"	"155,014,202"	"155,414,335"	"155,795,182"
17/1/2023 16:27:50.78555	"152,300,279"	"152,673,721"	"153,021,479"	"153,400,311"	"153,842,530"	"154,641,836"	"155,014,201"	"155,414,320"	"155,795,072"
17/1/2023 16:27:51.28555	"152,300,275"	"152,673,796"	"153,021,400"	"153,400,328"	"153,842,586"	"154,641,779"	"155,014,234"	"155,414,347"	"155,795,128"
17/1/2023 16:27:51.78555	"152,300,299"	"152,673,797"	"153,021,514"	"153,400,328"	"153,842,563"	"154,641,797"	"155,014,265"	"155,414,474"	"155,795,113"
17/1/2023 16:27:52.28555	"152,300,252"	"152,673,687"	"153,021,523"	"153,400,235"	"153,842,564"	"154,641,751"	"155,014,201"	"155,414,415"	"155,795,092"
17/1/2023 16:27:52.78555	"152,300,376"	"152,673,638"	"153,021,321"	"153,400,235"	"153,842,549"	"154,641,747"	"155,014,281"	"155,414,398"	"155,795,233"
17/1/2023 16:27:53.28555	"152,300,282"	"152,673,675"	"153,021,442"	"153,400,224"	"153,842,688"	"154,642,098"	"155,014,166"	"155,414,373"	"155,795,133"
17/1/2023 16:27:53.78555	"152,300,297"	"152,673,743"	"153,021,482"	"153,400,254"	"153,842,589"	"154,642,307"	"155,014,254"	"155,414,449"	"155,795,125"
17/1/2023 16:27:54.28555	"152,296,579"	"152,667,806"	"152,999,695"	"153,367,150"	"153,799,792"	"154,607,495"	"154,966,518"	"155,380,216"	"155,763,831"
17/1/2023 16:27:54.78555	"152,248,559"	"152,620,120"	"152,965,577"	"153,367,150"	"153,795,957"	"154,599,805"	"154,979,640"	"155,389,063"	"155,773,574"
17/1/2023 16:27:55.28555	"152,291,013"	"152,663,281"	"153,009,243"	"153,388,205"	"153,831,589"	"154,637,134"	"155,012,640"	"155,416,189"	"155,799,131"
17/1/2023 16:27:55.78555	"152,299,937"	"152,672,188"	"153,016,625"	"153,388,205"	"153,835,969"	"154,643,571"	"155,020,327"	"155,424,135"	"155,806,133"
17/1/2023 16:27:56.28555	"152,294,196"	"152,667,997"	"153,016,150"	"153,388,205"	"153,840,451"	"154,644,855"	"155,018,805"	"155,422,409"	"155,807,676"
17/1/2023 16:27:56.78555	"152,300,879"	"152,673,357"	"153,021,632"	"153,388,205"	"153,848,632"	"154,665,087"	"155,040,148"	"155,440,660"	"155,816,923"
17/1/2023 16:27:57.28555	"152,354,865"	"152,737,072"	"153,085,987"	"153,388,205"	"153,922,359"	"154,684,967"	"155,040,484"	"155,445,526"	"155,831,125"
17/1/2023 16:27:57.78555	"152,338,688"	"152,706,508"	"153,055,057"	"153,388,205"	"153,891,344"	"154,668,832"	"155,043,570"	"155,444,187"	"155,824,208"
17/1/2023 16:27:58.28555	"152,333,802"	"152,720,769"	"153,074,635"	"153,451,483"	"153,876,817"	"154,649,891"	"155,043,570"	"155,400,006"	"155,772,323"
17/1/2023 16:27:58.78555	"152,422,985"	"152,799,892"	"153,140,148"	"153,510,185"	"153,938,806"	"154,729,773"	"155,100,928"	"155,400,006"	"155,864,095"
17/1/2023 16:27:59.28555	"152,419,921"	"152,800,362"	"153,142,334"	"153,513,608"	"153,943,069"	"154,732,577"	"155,101,862"	"155,494,735"	"155,862,432"
17/1/2023 16:27:59.78555	"152,425,767"	"152,806,445"	"153,149,035"	"153,520,834"	"153,950,744"	"154,741,817"	"155,112,171"	"155,506,601"	"155,876,498"
17/1/2023 16:28:00.28555	"152,382,940"	"152,766,032"	"153,110,771"	"153,484,006"	"153,913,135"	"154,702,096"	"155,071,518"	"155,506,601"	"155,834,619"
17/1/2023 16:28:00.78555	"152,371,967"	"152,756,729"	"153,103,647"	"153,478,112"	"153,909,348"	"154,700,475"	"155,069,344"	"155,506,601"	"155,831,629"
17/1/2023 16:28:01.28555	"152,369,443"	"152,754,402"	"153,101,890"	"153,478,112"	"153,908,498"	"154,700,331"	"155,069,427"	"155,461,601"	"155,831,937"
17/1/2023 16:28:01.78555	"152,367,962"	"152,752,923"	"153,100,659"	"153,478,112"	"153,907,591"	"154,700,101"	"155,069,563"	"155,461,892"	"155,832,472"
17/1/2023 16:28:02.28555	"152,367,341"	"152,752,299"	"153,100,046"	"153,478,112"	"153,907,185"	"154,699,612"	"155,069,215"	"155,462,651"	"155,832,474"
17/1/2023 16:28:02.78555	"152,366,883"	"152,751,908"	"153,099,745"	"153,474,732"	"153,906,815"	"154,699,149"	"155,068,843"	"155,462,485"	"155,832,242"
17/1/2023 16:28:03.28555	"152,366,429"	"152,751,503"	"153,099,246"	"153,474,732"	"153,906,453"	"154,699,056"	"155,068,663"	"155,462,260"	"155,831,954"
17/1/2023 16:28:03.78555	"152,366,191"	"152,751,175"	"153,099,060"	"153,474,732"	"153,906,349"	"154,698,802"	"155,068,632"	"155,462,236"	"155,831,957"
17/1/2023 16:28:04.28555	"152,365,637"	"152,750,815"	"153,098,853"	"153,474,732"	"153,906,161"	"154,698,775"	"155,068,547"	"155,462,121"	"155,831,952"
17/1/2023 16:28:04.78555	"152,365,656"	"152,750,816"	"153,098,618"	"153,474,732"	"153,906,100"	"154,698,692"	"155,068,398"	"155,462,002"	"155,831,824"
17/1/2023 16:28:05.28555	"152,365,507"	"152,750,589"	"153,098,478"	"153,474,732"	"153,930,691"	"154,698,546"	"155,068,361"	"155,461,939"	"155,831,798"
17/1/2023 16:28:05.78555	"152,365,347"	"152,750,467"	"153,098,414"	"153,474,732"	"153,905,651"	"154,698,452"	"155,068,267"	"155,462,015"	"155,831,791"
17/1/2023 16:28:06.28555	"152,365,338"	"152,750,306"	"153,098,201"	"153,474,732"	"153,930,416"	"154,698,407"	"155,068,223"	"155,461,828"	"155,831,699"
17/1/2023 16:28:06.78555	"152,365,112"	"152,750,169"	"153,098,087"	"153,474,732"	"153,930,255"	"154,698,366"	"155,068,175"	"155,461,791"	"155,831,751"
17/1/2023 16:28:07.28555	"152,364,875"	"152,750,146"	"153,097,965"	"153,473,378"	"153,905,625"	"154,698,281"	"155,068,091"	"155,461,820"	"155,831,678"
17/1/2023 16:28:07.78555	"152,364,809"	"152,749,890"	"153,097,979"	"153,473,378"	"153,930,076"	"154,698,170"	"155,067,925"	"155,461,692"	"155,831,578"
17/1/2023 16:28:08.28555	"152,364,675"	"152,750,016"	"153,097,881"	"153,473,161"	"153,905,271"	"154,698,226"	"155,067,978"	"155,461,663"	"155,831,590"
17/1/2023 16:28:08.78555	"152,364,580"	"152,749,827"	"153,097,827"	"153,473,161"	"153,930,031"	"154,698,080"	"155,067,893"	"155,461,659"	"155,831,604"
17/1/2023 16:28:09.28555	"152,364,536"	"152,749,715"	"153,097,800"	"153,473,161"	"153,929,683"	"154,697,997"	"155,067,918"	"155,461,679"	"155,831,528"
17/1/2023 16:28:09.78555	"152,364,460"	"152,749,614"	"153,097,586"	"153,473,161"	"153,929,755"	"154,698,096"	"155,067,893"	"155,461,583"	"155,831,495"
17/1/2023 16:28:10.28555	"152,364,537"	"152,749,539"	"153,097,674"	"153,473,161"	"153,929,675"	"154,697,884"	"155,067,782"	"155,461,528"	"155,831,541"
17/1/2023 16:28:10.78555	"152,364,279"	"152,749,649"	"153,097,374"	"153,473,161"	"153,929,556"	"154,697,985"	"155,067,829"	"155,461,495"	"155,831,535"
17/1/2023 16:28:11.28555	"152,364,390"	"152,749,444"	"153,097,557"	"153,473,161"	"153,929,538"	"154,697,894"	"155,067,724"	"155,461,560"	"155,831,489"
17/1/2023 16:28:11.78555	"152,364,109"	"152,749,463"	"153,097,272"	"153,473,161"	"153,929,639"	"154,697,924"	"155,067,631"	"155,461,547"	"155,831,434"
17/1/2023 16:28:12.28555	"152,363,984"	"152,749,249"	"153,097,263"	"153,473,161"	"153,929,447"	"154,697,758"	"155,067,764"	"155,461,458"	"155,831,448"
17/1/2023 16:28:12.78555	"152,363,974"	"152,749,181"	"153,097,179"	"153,473,161"	"153,929,419"	"154,697,709"	"155,067,674"	"155,461,457"	"155,831,410"
17/1/2023 16:28:13.28555	"152,363,954"	"152,749,116"	"153,097,379"	"153,472,531"	"153,904,748"	"154,697,870"	"155,067,693"	"155,461,421"	"155,831,495"
17/1/2023 16:28:13.78555	"152,363,877"	"152,749,044"	"153,097,093"	"153,472,531"	"153,929,248"	"154,697,757"	"155,067,549"	"155,461,343"	"155,831,335"
17/1/2023 16:28:14.28555	"152,363,822"	"152,749,104"	"153,097,017"	"153,472,531"	"153,929,342"	"154,697,740"	"155,067,568"	"155,461,358"	"155,831,477"
17/1/2023 16:28:14.78555	"152,363,888"	"152,748,995"	"153,097,010"	"153,472,495"	"153,904,760"	"154,697,571"	"155,067,574"	"155,461,409"	"155,831,406"
17/1/2023 16:28:15.28555	"152,363,663"	"152,748,978"	"153,096,972"	"153,472,398"	"153,904,643"	"154,697,567"	"155,067,644"	"155,461,317"	"155,831,355"
17/1/2023 16:28:15.78555	"152,363,677"	"152,748,806"	"153,097,020"	"153,472,340"	"153,904,640"	"154,697,522"	"155,067,537"	"155,461,262"	"155,831,336"
17/1/2023 16:28:16.28555	"152,363,640"	"152,748,798"	"153,096,805"	"153,472,315"	"153,904,684"	"154,697,625"	"155,067,559"	"155,461,258"	"155,831,312"
17/1/2023 16:28:16.78555	"152,363,578"	"152,748,535"	"153,096,819"	"153,472,315"	"153,901,018"	"154,683,043"	"155,045,067"	"155,461,258"	"155,811,997"
17/1/2023 16:28:17.28555	"152,278,587"	"152,665,589"	"153,025,701"	"153,420,078"	"153,867,032"	"154,672,347"	"155,051,312"	"155,459,372"	"155,837,149"
17/1/2023 16:28:17.78555	"152,272,982"	"152,645,828"	"152,993,262"	"153,372,620"	"153,816,841"	"154,628,148"	"155,007,957"	"155,417,954"	"155,806,137"
17/1/2023 16:28:18.28555	"152,293,641"	"152,664,834"	"153,013,143"	"153,394,873"	"153,841,209"	"154,650,068"	"155,023,734"	"155,427,323"	"155,809,409"
17/1/2023 16:28:18.78555	"152,288,645"	"152,660,504"	"153,005,375"	"153,383,631"	"153,823,250"	"154,625,060"	"154,998,723"	"155,401,993"	"155,786,536"
17/1/2023 16:28:19.28555	"152,286,759"	"152,658,722"	"153,003,949"	"153,382,321"	"153,822,953"	"154,624,311"	"154,998,018"	"155,401,213"	"155,785,940"
17/1/2023 16:28:19.78555	"152,286,505"	"152,658,722"	"153,004,090"	"153,382,257"	"153,823,099"	"154,624,366"	"154,998,165"	"155,401,447"	"155,785,995"
17/1/2023 16:28:20.28555	"152,286,557"	"152,658,624"	"153,004,136"	"153,382,383"	"153,822,434"	"154,624,452"	"154,998,277"	"155,401,557"	"155,786,114"
17/1/2023 16:28:20.78555	"152,286,818"	"152,658,573"	"153,004,080"	"153,382,416"	"153,822,348"	"154,624,470"	"154,998,251"	"155,401,473"	"155,786,040"
17/1/2023 16:28:21.28555	"152,286,623"	"152,658,489"	"153,004,081"	"153,382,424"	"153,822,500"	"154,624,515"	"154,998,273"	"155,401,489"	"155,786,169"
17/1/2023 16:28:21.78555	"152,286,684"	"152,658,702"	"153,004,225"	"153,382,431"	"153,823,266"	"154,624,612"	"154,998,313"	"155,401,633"	"155,786,179"
17/1/2023 16:28:22.28555	"152,286,859"	"152,658,810"	"153,004,369"	"153,382,495"	"153,823,390"	"154,624,669"	"154,998,428"	"155,401,648"	"155,786,226"
17/1/2023 16:28:22.78555	"152,286,944"	"152,658,817"	"153,004,351"	"153,382,631"	"153,823,373"	"154,624,683"	"154,998,419"	"155,401,699"	"155,786,233"
17/1/2023 16:28:23.28555	"152,286,862"	"152,658,923"	"153,004,381"	"153,382,665"	"153,823,365"	"154,624,730"	"154,998,517"	"155,401,737"	"155,786,252"
17/1/2023 16:28:23.78555	"152,286,946"	"152,658,926"	"153,004,273"	"153,382,709"	"153,823,608"	"154,624,777"	"154,998,469"	"155,401,703"	"155,786,283"
17/1/2023 16:28:24.28555	"152,286,832"	"152,658,938"	"153,004,317"	"153,382,576"	"153,823,498"	"154,624,815"	"154,998,600"	"155,401,933"	"155,786,295"
17/1/2023 16:28:24.78555	"152,286,881"	"152,658,974"	"153,004,508"	"153,382,770"	"153,823,615"	"154,624,810"	"154,998,637"	"155,401,867"	"155,786,343"
17/1/2023 16:28:25.28555	"152,286,866"	"152,658,979"	"153,004,397"	"153,382,690"	"153,822,714"	"154,624,862"	"154,998,580"	"155,401,859"	"155,786,312"
17/1/2023 16:28:25.78555	"152,286,890"	"152,659,102"	"153,004,444"	"153,382,791"	"153,823,372"	"154,624,872"	"154,998,624"	"155,401,963"	"155,786,328"
17/1/2023 16:28:26.28555	"152,287,053"	"152,658,977"	"153,004,364"	"153,382,819"	"153,823,185"	"154,624,926"	"154,998,703"	"155,401,857"	"155,786,473"
17/1/2023 16:28:26.78555	"152,287,024"	"152,659,029"	"153,004,542"	"153,382,876"	"153,823,705"	"154,624,823"	"154,998,632"	"155,401,816"	"155,786,347"
17/1/2023 16:28:27.28555	"152,287,062"	"152,658,958"	"153,004,501"	"153,382,872"	"153,823,652"	"154,624,913"	"154,998,658"	"155,401,953"	"155,786,376"
17/1/2023 16:28:27.78555	"152,287,032"	"152,659,009"	"153,004,530"	"153,382,809"	"153,823,816"	"154,624,905"	"154,998,713"	"155,401,903"	"155,786,497"
17/1/2023 16:28:28.28555	"152,286,923"	"152,658,985"	"153,004,594"	"153,382,920"	"153,823,784"	"154,624,946"	"154,998,753"	"155,402,043"	"155,786,408"
17/1/2023 16:28:28.78555	"152,287,068"	"152,659,079"	"153,004,512"	"153,382,929"	"153,823,559"	"154,625,116"	"154,998,687"	"155,402,097"	"155,786,373"
17/1/2023 16:28:29.28555	"152,287,079"	"152,659,191"	"153,004,497"	"153,382,984"	"153,823,630"	"154,625,118"	"154,998,715"	"155,402,114"	"155,786,506"
17/1/2023 16:28:29.78555	"152,287,294"	"152,659,077"	"153,004,572"	"153,382,941"	"153,823,755"	"154,625,157"	"154,998,804"	"155,402,062"	"155,786,434"
17/1/2023 16:28:30.28555	"152,287,044"	"152,659,061"	"153,004,557"	"153,382,958"	"153,823,797"	"154,625,086"	"154,998,837"	"155,402,101"	"155,786,521"
17/1/2023 16:28:30.78555	"152,287,066"	"152,659,208"	"153,004,684"	"153,382,917"	"153,823,909"	"154,625,076"	"154,998,730"	"155,402,106"	"155,786,490"
17/1/2023 16:28:31.28555	"152,287,102"	"152,659,072"	"153,004,627"	"153,382,901"	"153,823,724"	"154,625,054"	"154,998,774"	"155,402,097"	"155,786,568"
17/1/2023 16:28:31.78555	"152,287,105"	"152,659,140"	"153,004,739"	"153,382,984"	"153,823,502"	"154,625,126"	"154,998,793"	"155,402,103"	"155,786,542"
17/1/2023 16:28:32.28555	"152,287,156"	"152,659,228"	"153,004,637"	"153,383,012"	"153,823,784"	"154,625,196"	"154,998,901"	"155,402,181"	"155,786,561"
17/1/2023 16:28:32.78555	"152,287,302"	"152,659,289"	"153,004,732"	"153,382,980"	"153,823,850"	"154,625,175"	"154,998,815"	"155,402,189"	"155,786,550"
17/1/2023 16:28:33.28555	"152,287,233"	"152,659,089"	"153,004,694"	"153,383,112"	"153,823,836"	"154,625,108"	"154,998,891"	"155,402,148"	"155,786,558"
17/1/2023 16:28:33.78555	"152,287,318"	"152,659,137"	"153,004,659"	"153,383,002"	"153,824,001"	"154,625,124"	"154,998,990"	"155,402,180"	"155,786,459"
17/1/2023 16:28:34.28555	"152,287,305"	"152,659,096"	"153,004,684"	"153,383,076"	"153,823,659"	"154,625,140"	"154,998,955"	"155,402,124"	"155,786,633"
17/1/2023 16:28:34.78555	"152,287,229"	"152,659,250"	"153,004,784"	"153,383,014"	"153,823,749"	"154,625,218"	"154,998,860"	"155,402,131"	"155,786,603"
17/1/2023 16:28:35.28555	"152,287,181"	"152,659,275"	"153,004,701"	"153,383,131"	"153,823,966"	"154,625,288"	"154,999,012"	"155,402,213"	"155,786,586"
17/1/2023 16:28:35.78555	"152,287,388"	"152,659,317"	"153,004,726"	"153,383,146"	"153,823,781"	"154,625,309"	"154,998,925"	"155,402,256"	"155,786,509"
17/1/2023 16:28:36.28555	"152,287,133"	"152,659,349"	"153,004,787"	"153,383,079"	"153,823,933"	"154,625,224"	"154,999,115"	"155,402,244"	"155,786,712"
17/1/2023 16:28:36.78555	"152,287,273"	"152,659,244"	"153,004,802"	"153,383,062"	"153,823,439"	"154,625,234"	"154,998,962"	"155,402,317"	"155,786,630"
17/1/2023 16:28:37.28555	"152,287,232"	"152,659,378"	"153,004,767"	"153,383,097"	"153,824,016"	"154,625,221"	"154,998,999"	"155,402,261"	"155,786,673"
17/1/2023 16:28:37.78555	"152,287,437"	"152,659,255"	"153,004,877"	"153,383,112"	"153,823,396"	"154,625,274"	"154,999,069"	"155,402,209"	"155,786,679"
17/1/2023 16:28:38.28555	"152,287,324"	"152,659,227"	"153,004,837"	"153,383,133"	"153,824,070"	"154,625,275"	"154,999,002"	"155,402,260"	"155,786,685"
17/1/2023 16:28:38.78555	"152,287,434"	"152,659,108"	"153,004,959"	"153,383,089"	"153,824,130"	"154,625,357"	"154,999,090"	"155,402,279"	"155,786,617"
17/1/2023 16:28:39.28555	"152,287,369"	"152,659,351"	"153,004,805"	"153,383,148"	"153,824,032"	"154,625,181"	"154,999,085"	"155,402,260"	"155,786,725"
17/1/2023 16:28:39.78555	"152,287,296"	"152,659,296"	"153,004,859"	"153,383,292"	"153,824,145"	"154,625,321"	"154,999,094"	"155,402,349"	"155,786,679"
17/1/2023 16:28:40.28555	"152,268,461"	"152,638,347"	"152,982,530"	"153,383,292"	"153,797,490"	"154,587,599"	"154,956,554"	"155,351,843"	"155,729,206"
17/1/2023 16:28:40.78555	"152,275,929"	"152,643,525"	"152,980,409"	"153,349,814"	"153,783,626"	"154,600,103"	"154,956,554"	"155,400,653"	"155,789,029"
17/1/2023 16:28:41.28555	"152,263,321"	"152,643,950"	"152,996,854"	"153,385,271"	"153,829,505"	"154,639,922"	"155,015,778"	"155,422,337"	"155,807,261"
17/1/2023 16:28:41.78555	"152,314,541"	"152,682,717"	"153,028,533"	"153,409,250"	"153,846,663"	"154,657,882"	"155,015,778"	"155,441,737"	"155,822,748"
17/1/2023 16:28:42.28555	"152,300,130"	"152,667,126"	"153,012,614"	"153,392,214"	"153,829,098"	"154,632,108"	"155,008,122"	"155,412,067"	"155,794,229"
17/1/2023 16:28:42.78555	"152,310,339"	"152,676,102"	"153,017,558"	"153,396,269"	"153,837,643"	"154,639,749"	"155,011,919"	"155,413,845"	"155,796,940"
17/1/2023 16:28:43.28555	"152,317,558"	"152,685,040"	"153,025,337"	"153,401,389"	"153,838,361"	"154,642,165"	"155,017,410"	"155,421,606"	"155,804,875"
17/1/2023 16:28:43.78555	"152,305,004"	"152,673,750"	"153,021,039"	"153,403,696"	"153,848,337"	"154,652,411"	"155,026,705"	"155,430,258"	"155,813,262"
17/1/2023 16:28:44.28555	"152,309,571"	"152,684,997"	"153,032,675"	"153,415,475"	"153,854,608"	"154,661,390"	"155,026,705"	"155,446,971"	"155,830,916"
17/1/2023 16:28:44.78555	"152,315,473"	"152,686,094"	"153,030,278"	"153,406,316"	"153,846,636"	"154,652,373"	"155,029,779"	"155,437,931"	"155,821,899"
17/1/2023 16:28:45.28555	"152,311,438"	"152,693,279"	"153,057,454"	"153,452,351"	"153,893,385"	"154,681,816"	"155,047,353"	"155,441,483"	"155,815,181"
17/1/2023 16:28:45.78555	"152,322,730"	"152,699,198"	"153,046,718"	"153,452,351"	"153,865,436"	"154,653,445"	"155,019,270"	"155,411,280"	"155,783,840"
17/1/2023 16:28:46.28555	"152,337,757"	"152,716,752"	"153,067,059"	"153,452,351"	"153,895,761"	"154,690,657"	"155,059,781"	"155,453,360"	"155,823,127"
17/1/2023 16:28:46.78555	"152,321,908"	"152,705,918"	"153,059,901"	"153,448,109"	"153,890,748"	"154,689,307"	"155,057,454"	"155,451,764"	"155,822,633"
17/1/2023 16:28:47.28555	"152,273,675"	"152,653,029"	"153,006,525"	"153,397,421"	"153,839,610"	"154,643,783"	"155,016,670"	"155,415,387"	"155,793,426"
17/1/2023 16:28:47.78555	"152,316,290"	"152,692,765"	"153,042,808"	"153,432,682"	"153,877,979"	"154,664,018"	"155,029,963"	"155,426,454"	"155,808,051"
17/1/2023 16:28:48.28555	"152,300,282"	"152,672,084"	"153,018,765"	"153,432,682"	"153,837,672"	"154,644,969"	"155,029,963"	"155,439,038"	"155,829,587"
17/1/2023 16:28:48.78555	"152,298,475"	"152,670,995"	"153,020,432"	"153,432,682"	"153,846,373"	"154,644,768"	"155,016,868"	"155,418,872"	"155,804,594"
17/1/2023 16:28:49.28555	"152,324,744"	"152,708,421"	"153,061,215"	"153,441,034"	"153,879,947"	"154,679,057"	"155,047,813"	"155,443,518"	"155,818,237"
17/1/2023 16:28:49.78555	"152,344,950"	"152,721,204"	"153,068,431"	"153,446,419"	"153,887,040"	"154,686,278"	"155,057,713"	"155,454,789"	"155,828,305"
17/1/2023 16:28:50.28555	"152,346,037"	"152,721,982"	"153,068,911"	"153,448,023"	"153,889,406"	"154,690,702"	"155,063,278"	"155,461,827"	"155,840,735"
17/1/2023 16:28:50.78555	"152,340,095"	"152,718,063"	"153,066,340"	"153,445,266"	"153,886,601"	"154,687,208"	"155,059,241"	"155,457,082"	"155,831,057"
17/1/2023 16:28:51.28555	"152,341,586"	"152,719,462"	"153,067,599"	"153,445,939"	"153,886,102"	"154,684,642"	"155,055,366"	"155,452,207"	"155,826,412"
17/1/2023 16:28:51.78555	"152,341,321"	"152,719,252"	"153,067,754"	"153,446,262"	"153,886,799"	"154,685,429"	"155,056,208"	"155,452,681"	"155,826,594"
17/1/2023 16:28:52.28555	"152,341,022"	"152,718,968"	"153,067,186"	"153,446,044"	"153,886,636"	"154,685,495"	"155,056,472"	"155,453,305"	"155,827,095"
17/1/2023 16:28:52.78555	"152,340,931"	"152,718,775"	"153,067,123"	"153,445,767"	"153,886,389"	"154,685,083"	"155,056,150"	"155,453,069"	"155,827,102"
17/1/2023 16:28:53.28555	"152,340,785"	"152,718,880"	"153,067,190"	"153,445,799"	"153,886,303"	"154,685,041"	"155,055,981"	"155,452,855"	"155,826,795"
17/1/2023 16:28:53.78555	"152,340,743"	"152,718,807"	"153,067,115"	"153,445,810"	"153,886,316"	"154,684,995"	"155,055,969"	"155,452,820"	"155,826,827"
17/1/2023 16:28:54.28555	"152,340,705"	"152,718,616"	"153,066,973"	"153,445,675"	"153,886,327"	"154,685,032"	"155,055,928"	"155,452,838"	"155,826,942"
17/1/2023 16:28:54.78555	"152,340,844"	"152,718,783"	"153,066,970"	"153,445,663"	"153,886,140"	"154,684,998"	"155,055,912"	"155,452,731"	"155,826,825"
17/1/2023 16:28:55.28555	"152,340,901"	"152,718,591"	"153,066,866"	"153,445,592"	"153,886,195"	"154,684,876"	"155,055,859"	"155,452,789"	"155,826,883"
17/1/2023 16:28:55.78555	"152,340,641"	"152,718,378"	"153,066,899"	"153,445,497"	"153,886,056"	"154,684,830"	"155,055,872"	"155,452,795"	"155,826,857"
17/1/2023 16:28:56.28555	"152,340,732"	"152,718,497"	"153,066,866"	"153,445,443"	"153,886,035"	"154,684,865"	"155,055,802"	"155,452,707"	"155,826,699"
17/1/2023 16:28:56.78555	"152,340,538"	"152,718,464"	"153,066,871"	"153,445,443"	"153,886,080"	"154,684,935"	"155,055,773"	"155,452,744"	"155,826,772"
17/1/2023 16:28:57.28555	"152,340,593"	"152,718,504"	"153,066,812"	"153,445,417"	"153,886,035"	"154,684,870"	"155,055,705"	"155,452,728"	"155,826,757"
17/1/2023 16:28:57.78555	"152,340,501"	"152,718,340"	"153,066,710"	"153,445,303"	"153,885,885"	"154,684,839"	"155,055,713"	"155,452,678"	"155,826,728"
17/1/2023 16:28:58.28555	"152,340,436"	"152,718,428"	"153,066,653"	"153,445,259"	"153,885,923"	"154,684,810"	"155,055,660"	"155,452,750"	"155,826,711"
17/1/2023 16:28:58.78555	"152,340,479"	"152,718,384"	"153,066,713"	"153,445,285"	"153,885,828"	"154,684,721"	"155,055,581"	"155,452,679"	"155,826,718"
17/1/2023 16:28:59.28555	"152,340,519"	"152,718,479"	"153,066,686"	"153,445,240"	"153,885,745"	"154,684,715"	"155,055,683"	"155,452,600"	"155,826,593"
17/1/2023 16:28:59.78555	"152,340,467"	"152,718,402"	"153,066,607"	"153,445,284"	"153,885,857"	"154,684,663"	"155,055,727"	"155,452,682"	"155,826,643"
17/1/2023 16:29:00.28555	"152,340,455"	"152,718,190"	"153,066,552"	"153,445,166"	"153,885,806"	"154,684,747"	"155,055,648"	"155,452,599"	"155,826,663"
17/1/2023 16:29:00.78555	"152,340,437"	"152,718,273"	"153,066,526"	"153,445,246"	"153,885,618"	"154,684,649"	"155,055,612"	"155,452,434"	"155,826,534"
17/1/2023 16:29:01.28555	"152,340,356"	"152,718,216"	"153,066,571"	"153,445,156"	"153,885,728"	"154,684,620"	"155,055,550"	"155,452,520"	"155,826,621"
17/1/2023 16:29:01.78555	"152,340,210"	"152,718,231"	"153,066,530"	"153,445,253"	"153,885,739"	"154,684,526"	"155,055,467"	"155,452,551"	"155,826,591"
