Timestamp	Lambda3	Lambda4	Lambda5	Lambda6	Lambda7	Lambda9	Lambda10	Lambda11	Lambda12
17/1/2023 16:32:36.78555	"152,338,629"	"152,727,875"	"153,090,888"	"153,485,227"	"153,935,355"	"154,718,281"	"155,071,180"	"155,453,325"	"155,817,398"
17/1/2023 16:32:37.28555	"152,333,843"	"152,721,879"	"153,089,974"	"153,492,573"	"153,955,061"	"154,764,381"	"155,120,756"	"155,498,693"	"155,850,659"
17/1/2023 16:32:37.78555	"152,345,290"	"152,725,500"	"153,088,453"	"153,483,974"	"153,932,242"	"154,721,249"	"155,078,981"	"155,473,262"	"155,843,813"
17/1/2023 16:32:38.28555	"152,349,382"	"152,731,173"	"153,089,087"	"153,482,164"	"153,931,369"	"154,719,632"	"155,074,200"	"155,473,262"	"155,827,730"
17/1/2023 16:32:38.78555	"152,358,584"	"152,741,576"	"153,100,086"	"153,495,175"	"153,945,557"	"154,736,798"	"155,093,454"	"155,484,419"	"155,856,392"
17/1/2023 16:32:39.28555	"152,375,899"	"152,755,758"	"153,110,481"	"153,502,796"	"153,952,123"	"154,742,479"	"155,093,454"	"155,485,415"	"155,853,451"
17/1/2023 16:32:39.78555	"152,341,665"	"152,724,070"	"153,082,598"	"153,476,760"	"153,927,376"	"154,718,876"	"155,075,167"	"155,463,407"	"155,831,497"
17/1/2023 16:32:40.28555	"152,342,682"	"152,725,132"	"153,082,848"	"153,476,363"	"153,926,349"	"154,717,754"	"155,074,168"	"155,463,227"	"155,832,193"
17/1/2023 16:32:40.78555	"152,342,915"	"152,725,151"	"153,082,853"	"153,476,279"	"153,926,102"	"154,717,207"	"155,073,376"	"155,462,365"	"155,831,311"
17/1/2023 16:32:41.28555	"152,342,830"	"152,724,949"	"153,082,788"	"153,476,328"	"153,926,131"	"154,717,073"	"155,073,445"	"155,462,349"	"155,831,076"
17/1/2023 16:32:41.78555	"152,342,851"	"152,725,055"	"153,082,757"	"153,476,085"	"153,926,024"	"154,717,148"	"155,073,398"	"155,462,374"	"155,831,340"
17/1/2023 16:32:42.28555	"152,342,696"	"152,724,904"	"153,082,595"	"153,475,952"	"153,925,720"	"154,716,974"	"155,073,322"	"155,462,470"	"155,831,346"
17/1/2023 16:32:42.78555	"152,342,729"	"152,724,841"	"153,082,495"	"153,475,833"	"153,925,571"	"154,716,689"	"155,073,184"	"155,462,302"	"155,831,289"
17/1/2023 16:32:43.28555	"152,342,528"	"152,724,669"	"153,082,433"	"153,475,675"	"153,925,453"	"154,716,767"	"155,073,104"	"155,462,175"	"155,831,244"
17/1/2023 16:32:43.78555	"152,342,502"	"152,724,714"	"153,082,406"	"153,475,669"	"153,925,494"	"154,716,678"	"155,072,979"	"155,462,233"	"155,831,218"
17/1/2023 16:32:44.28555	"152,342,529"	"152,724,741"	"153,082,328"	"153,475,527"	"153,925,216"	"154,716,429"	"155,073,052"	"155,462,139"	"155,831,249"
17/1/2023 16:32:44.78555	"152,342,504"	"152,724,619"	"153,082,232"	"153,475,482"	"153,925,190"	"154,716,424"	"155,072,883"	"155,462,107"	"155,831,163"
17/1/2023 16:32:45.28555	"152,342,618"	"152,724,469"	"153,082,146"	"153,475,462"	"153,925,124"	"154,716,377"	"155,072,779"	"155,462,089"	"155,831,199"
17/1/2023 16:32:45.78555	"152,342,423"	"152,724,791"	"153,082,333"	"153,475,397"	"153,924,957"	"154,716,210"	"155,072,862"	"155,462,031"	"155,831,286"
17/1/2023 16:32:46.28555	"152,342,606"	"152,724,526"	"153,082,031"	"153,475,365"	"153,924,824"	"154,716,199"	"155,072,786"	"155,461,991"	"155,831,055"
17/1/2023 16:32:46.78555	"152,342,294"	"152,724,423"	"153,082,053"	"153,475,257"	"153,924,801"	"154,716,083"	"155,072,750"	"155,461,975"	"155,831,054"
17/1/2023 16:32:47.28555	"152,342,545"	"152,724,276"	"153,081,943"	"153,475,203"	"153,924,828"	"154,716,095"	"155,072,676"	"155,461,859"	"155,831,159"
17/1/2023 16:32:47.78555	"152,342,337"	"152,724,593"	"153,081,978"	"153,475,167"	"153,924,755"	"154,715,968"	"155,072,519"	"155,461,878"	"155,831,042"
17/1/2023 16:32:48.28555	"152,342,379"	"152,724,574"	"153,081,904"	"153,475,064"	"153,924,605"	"154,716,026"	"155,072,471"	"155,461,897"	"155,831,070"
17/1/2023 16:32:48.78555	"152,342,315"	"152,724,358"	"153,081,975"	"153,475,035"	"153,924,657"	"154,715,909"	"155,072,604"	"155,461,841"	"155,831,021"
17/1/2023 16:32:49.28555	"152,342,318"	"152,724,082"	"153,081,715"	"153,475,071"	"153,924,595"	"154,715,819"	"155,072,655"	"155,461,825"	"155,830,921"
17/1/2023 16:32:49.78555	"152,342,143"	"152,724,506"	"153,081,840"	"153,474,962"	"153,924,507"	"154,715,757"	"155,072,519"	"155,461,860"	"155,830,933"
17/1/2023 16:32:50.28555	"152,342,229"	"152,724,478"	"153,081,594"	"153,474,804"	"153,924,431"	"154,715,766"	"155,072,467"	"155,461,756"	"155,830,973"
17/1/2023 16:32:50.78555	"152,342,081"	"152,724,456"	"153,081,852"	"153,474,811"	"153,924,276"	"154,715,730"	"155,072,598"	"155,461,645"	"155,831,034"
17/1/2023 16:32:51.28555	"152,342,224"	"152,724,339"	"153,081,846"	"153,474,842"	"153,924,414"	"154,715,734"	"155,072,254"	"155,461,604"	"155,830,964"
17/1/2023 16:32:51.78555	"152,342,108"	"152,724,002"	"153,081,760"	"153,474,777"	"153,924,318"	"154,715,706"	"155,072,384"	"155,461,672"	"155,830,963"
17/1/2023 16:32:52.28555	"152,342,019"	"152,724,329"	"153,081,614"	"153,474,632"	"153,924,308"	"154,715,566"	"155,072,276"	"155,461,719"	"155,830,881"
17/1/2023 16:32:52.78555	"152,342,268"	"152,724,350"	"153,081,807"	"153,474,597"	"153,924,143"	"154,715,524"	"155,072,604"	"155,461,629"	"155,830,823"
17/1/2023 16:32:53.28555	"152,341,973"	"152,724,177"	"153,081,568"	"153,474,639"	"153,924,154"	"154,715,595"	"155,072,355"	"155,461,708"	"155,830,812"
17/1/2023 16:32:53.78555	"152,341,988"	"152,724,102"	"153,081,615"	"153,474,634"	"153,924,131"	"154,715,502"	"155,072,424"	"155,461,530"	"155,830,850"
17/1/2023 16:32:54.28555	"152,342,125"	"152,724,272"	"153,081,531"	"153,474,544"	"153,924,067"	"154,715,501"	"155,072,288"	"155,461,589"	"155,830,846"
17/1/2023 16:32:54.78555	"152,342,095"	"152,723,940"	"153,081,507"	"153,474,603"	"153,924,076"	"154,715,423"	"155,072,178"	"155,461,609"	"155,830,785"
17/1/2023 16:32:55.28555	"152,341,977"	"152,724,242"	"153,081,458"	"153,474,542"	"153,923,953"	"154,715,356"	"155,072,129"	"155,461,478"	"155,830,756"
17/1/2023 16:32:55.78555	"152,341,950"	"152,723,952"	"153,081,460"	"153,474,624"	"153,924,038"	"154,715,304"	"155,072,215"	"155,461,575"	"155,830,820"
17/1/2023 16:32:56.28555	"152,341,888"	"152,724,143"	"153,081,378"	"153,474,453"	"153,923,928"	"154,715,400"	"155,072,280"	"155,461,504"	"155,830,758"
17/1/2023 16:32:56.78555	"152,341,919"	"152,724,148"	"153,081,411"	"153,474,478"	"153,923,921"	"154,715,281"	"155,072,053"	"155,461,505"	"155,830,626"
17/1/2023 16:32:57.28555	"152,341,996"	"152,724,131"	"153,081,357"	"153,474,412"	"153,923,915"	"154,715,335"	"155,072,180"	"155,461,466"	"155,830,798"
17/1/2023 16:32:57.78555	"152,341,977"	"152,724,058"	"153,081,377"	"153,474,451"	"153,923,895"	"154,715,398"	"155,072,188"	"155,461,569"	"155,830,910"
17/1/2023 16:32:58.28555	"152,341,940"	"152,723,966"	"153,081,270"	"153,474,389"	"153,923,861"	"154,715,300"	"155,072,172"	"155,461,502"	"155,830,683"
17/1/2023 16:32:58.78555	"152,341,896"	"152,723,827"	"153,081,205"	"153,474,453"	"153,923,835"	"154,715,213"	"155,071,953"	"155,461,492"	"155,830,789"
17/1/2023 16:32:59.28555	"152,342,017"	"152,723,759"	"153,081,297"	"153,474,450"	"153,923,850"	"154,715,188"	"155,071,946"	"155,461,454"	"155,830,792"
17/1/2023 16:32:59.78555	"152,341,972"	"152,724,184"	"153,081,136"	"153,474,413"	"153,923,795"	"154,715,176"	"155,071,918"	"155,461,473"	"155,830,901"
17/1/2023 16:33:00.28555	"152,341,979"	"152,723,828"	"153,081,364"	"153,474,415"	"153,923,767"	"154,715,175"	"155,071,928"	"155,461,408"	"155,830,824"
17/1/2023 16:33:00.78555	"152,341,868"	"152,723,760"	"153,081,158"	"153,474,185"	"153,923,784"	"154,715,133"	"155,068,372"	"155,444,200"	"155,814,369"
17/1/2023 16:33:01.28555	"152,340,351"	"152,722,723"	"153,079,317"	"153,473,801"	"153,921,588"	"154,705,034"	"155,060,324"	"155,447,237"	"155,815,174"
17/1/2023 16:33:01.78555	"152,264,259"	"152,648,965"	"153,010,941"	"153,473,801"	"153,839,418"	"154,612,911"	"154,970,569"	"155,363,031"	"155,746,101"
17/1/2023 16:33:02.28555	"152,305,329"	"152,674,911"	"153,016,353"	"153,392,007"	"153,830,330"	"154,624,617"	"154,994,554"	"155,396,104"	"155,780,359"
17/1/2023 16:33:02.78555	"152,274,499"	"152,643,001"	"152,984,048"	"153,392,007"	"153,824,880"	"154,601,109"	"154,975,527"	"155,381,275"	"155,767,054"
17/1/2023 16:33:03.28555	"152,271,643"	"152,642,858"	"152,989,168"	"153,392,007"	"153,810,518"	"154,614,650"	"154,986,974"	"155,386,655"	"155,771,203"
17/1/2023 16:33:03.78555	"152,288,121"	"152,661,431"	"153,000,701"	"153,383,281"	"153,825,880"	"154,636,114"	"155,001,363"	"155,399,659"	"155,784,075"
17/1/2023 16:33:04.28555	"152,294,922"	"152,668,826"	"153,017,577"	"153,398,775"	"153,840,364"	"154,640,891"	"155,013,311"	"155,414,428"	"155,796,379"
17/1/2023 16:33:04.78555	"152,294,240"	"152,668,436"	"153,016,997"	"153,398,775"	"153,839,981"	"154,640,648"	"155,012,730"	"155,414,353"	"155,796,079"
17/1/2023 16:33:05.28555	"152,294,285"	"152,668,259"	"153,016,862"	"153,398,273"	"153,839,936"	"154,640,601"	"155,012,746"	"155,413,892"	"155,796,032"
17/1/2023 16:33:05.78555	"152,294,065"	"152,668,112"	"153,016,935"	"153,398,316"	"153,840,075"	"154,640,612"	"155,012,890"	"155,414,116"	"155,796,041"
17/1/2023 16:33:06.28555	"152,294,037"	"152,668,187"	"153,016,991"	"153,401,070"	"153,839,925"	"154,640,654"	"155,012,960"	"155,414,031"	"155,795,970"
17/1/2023 16:33:06.78555	"152,294,106"	"152,668,268"	"153,016,918"	"153,398,186"	"153,840,073"	"154,640,632"	"155,012,930"	"155,414,000"	"155,795,933"
17/1/2023 16:33:07.28555	"152,294,109"	"152,668,266"	"153,017,140"	"153,397,738"	"153,840,053"	"154,640,657"	"155,012,840"	"155,414,046"	"155,796,038"
17/1/2023 16:33:07.78555	"152,294,074"	"152,668,398"	"153,016,887"	"153,401,009"	"153,840,088"	"154,640,700"	"155,012,983"	"155,413,946"	"155,795,949"
17/1/2023 16:33:08.28555	"152,293,940"	"152,668,402"	"153,017,091"	"153,401,081"	"153,840,088"	"154,640,694"	"155,012,879"	"155,413,938"	"155,795,788"
17/1/2023 16:33:08.78555	"152,294,168"	"152,668,327"	"153,017,099"	"153,398,457"	"153,840,099"	"154,640,675"	"155,013,077"	"155,413,927"	"155,795,709"
17/1/2023 16:33:09.28555	"152,294,069"	"152,668,427"	"153,017,154"	"153,401,384"	"153,840,231"	"154,640,745"	"155,013,009"	"155,413,869"	"155,795,943"
17/1/2023 16:33:09.78555	"152,294,098"	"152,668,429"	"153,017,141"	"153,398,502"	"153,840,206"	"154,640,784"	"155,012,904"	"155,413,983"	"155,795,880"
17/1/2023 16:33:10.28555	"152,294,004"	"152,668,349"	"153,017,121"	"153,401,320"	"153,840,257"	"154,640,838"	"155,012,929"	"155,413,869"	"155,795,921"
17/1/2023 16:33:10.78555	"152,294,115"	"152,668,579"	"153,017,088"	"153,401,320"	"153,840,267"	"154,640,820"	"155,013,080"	"155,414,002"	"155,795,931"
17/1/2023 16:33:11.28555	"152,294,071"	"152,668,443"	"153,017,145"	"153,398,555"	"153,840,252"	"154,640,725"	"155,012,985"	"155,413,991"	"155,795,832"
17/1/2023 16:33:11.78555	"152,294,210"	"152,668,389"	"153,017,038"	"153,401,309"	"153,840,256"	"154,640,866"	"155,013,030"	"155,413,908"	"155,795,931"
17/1/2023 16:33:12.28555	"152,294,144"	"152,668,366"	"153,017,210"	"153,398,497"	"153,840,242"	"154,640,809"	"155,013,022"	"155,413,964"	"155,795,906"
17/1/2023 16:33:12.78555	"152,294,017"	"152,668,353"	"153,017,265"	"153,401,411"	"153,840,251"	"154,640,838"	"155,013,138"	"155,413,996"	"155,795,876"
17/1/2023 16:33:13.28555	"152,294,258"	"152,668,432"	"153,017,304"	"153,401,277"	"153,840,340"	"154,640,826"	"155,013,130"	"155,413,951"	"155,795,929"
17/1/2023 16:33:13.78555	"152,294,120"	"152,668,485"	"153,017,169"	"153,398,609"	"153,840,306"	"154,640,915"	"155,013,101"	"155,414,047"	"155,795,872"
17/1/2023 16:33:14.28555	"152,294,197"	"152,668,535"	"153,017,222"	"153,401,489"	"153,840,458"	"154,640,787"	"155,013,209"	"155,414,105"	"155,795,865"
17/1/2023 16:33:14.78555	"152,294,287"	"152,668,552"	"153,017,226"	"153,401,449"	"153,840,331"	"154,640,833"	"155,013,080"	"155,414,050"	"155,795,705"
17/1/2023 16:33:15.28555	"152,294,144"	"152,668,632"	"153,017,248"	"153,401,408"	"153,840,420"	"154,640,860"	"155,013,236"	"155,414,053"	"155,795,859"
17/1/2023 16:33:15.78555	"152,294,061"	"152,668,666"	"153,017,269"	"153,398,756"	"153,840,375"	"154,640,887"	"155,013,230"	"155,413,985"	"155,795,730"
17/1/2023 16:33:16.28555	"152,294,070"	"152,668,440"	"153,017,448"	"153,398,612"	"153,840,475"	"154,640,904"	"155,013,167"	"155,413,904"	"155,795,827"
17/1/2023 16:33:16.78555	"152,294,372"	"152,668,675"	"153,017,441"	"153,401,524"	"153,840,321"	"154,640,957"	"155,013,185"	"155,413,993"	"155,795,627"
17/1/2023 16:33:17.28555	"152,294,392"	"152,668,453"	"153,017,321"	"153,398,602"	"153,840,456"	"154,640,889"	"155,013,164"	"155,414,040"	"155,795,790"
17/1/2023 16:33:17.78555	"152,294,122"	"152,668,487"	"153,017,309"	"153,398,781"	"153,840,472"	"154,640,887"	"155,013,260"	"155,413,928"	"155,795,634"
17/1/2023 16:33:18.28555	"152,294,220"	"152,668,588"	"153,017,358"	"153,401,533"	"153,840,506"	"154,640,925"	"155,013,226"	"155,414,131"	"155,795,631"
17/1/2023 16:33:18.78555	"152,294,304"	"152,668,604"	"153,017,565"	"153,401,386"	"153,840,428"	"154,641,020"	"155,013,226"	"155,414,004"	"155,795,912"
17/1/2023 16:33:19.28555	"152,294,292"	"152,668,584"	"153,017,441"	"153,401,500"	"153,840,540"	"154,641,000"	"155,013,232"	"155,413,924"	"155,795,877"
17/1/2023 16:33:19.78555	"152,294,203"	"152,668,633"	"153,017,425"	"153,401,434"	"153,840,514"	"154,640,975"	"155,013,274"	"155,414,426"	"155,795,660"
17/1/2023 16:33:20.28555	"152,294,273"	"152,668,598"	"153,017,521"	"153,401,476"	"153,840,433"	"154,640,986"	"155,013,190"	"155,413,992"	"155,795,658"
17/1/2023 16:33:20.78555	"152,294,413"	"152,668,611"	"153,017,457"	"153,401,621"	"153,840,528"	"154,641,050"	"155,013,216"	"155,414,044"	"155,795,900"
17/1/2023 16:33:21.28555	"152,294,254"	"152,668,688"	"153,017,348"	"153,401,631"	"153,840,495"	"154,641,035"	"155,013,270"	"155,414,148"	"155,795,997"
17/1/2023 16:33:21.78555	"152,294,178"	"152,668,654"	"153,017,472"	"153,401,308"	"153,840,485"	"154,641,064"	"155,013,276"	"155,414,202"	"155,795,804"
17/1/2023 16:33:22.28555	"152,294,248"	"152,668,692"	"153,017,526"	"153,401,660"	"153,840,640"	"154,641,008"	"155,013,459"	"155,414,282"	"155,795,820"
17/1/2023 16:33:22.78555	"152,294,368"	"152,668,660"	"153,017,481"	"153,401,606"	"153,840,593"	"154,641,022"	"155,013,193"	"155,414,033"	"155,795,917"
17/1/2023 16:33:23.28555	"152,294,107"	"152,668,207"	"153,016,787"	"153,398,088"	"153,839,777"	"154,640,084"	"155,012,343"	"155,413,697"	"155,796,052"
17/1/2023 16:33:23.78555	"152,267,383"	"152,642,863"	"152,986,173"	"153,358,809"	"153,786,094"	"154,595,948"	"154,986,605"	"155,403,360"	"155,797,143"
17/1/2023 16:33:24.28555	"152,285,247"	"152,656,120"	"153,005,165"	"153,386,908"	"153,830,485"	"154,640,674"	"155,014,161"	"155,417,542"	"155,801,945"
17/1/2023 16:33:24.78555	"152,301,708"	"152,666,331"	"153,007,865"	"153,386,908"	"153,835,359"	"154,656,259"	"155,030,100"	"155,430,745"	"155,811,083"
17/1/2023 16:33:25.28555	"152,306,401"	"152,671,687"	"153,012,521"	"153,387,660"	"153,822,549"	"154,622,388"	"154,997,950"	"155,404,530"	"155,790,962"
17/1/2023 16:33:25.78555	"152,305,069"	"152,671,177"	"153,012,015"	"153,387,660"	"153,827,089"	"154,633,552"	"155,008,834"	"155,414,500"	"155,801,233"
17/1/2023 16:33:26.28555	"152,310,943"	"152,676,873"	"153,015,075"	"153,387,660"	"153,833,337"	"154,640,648"	"155,015,997"	"155,419,978"	"155,806,374"
17/1/2023 16:33:26.78555	"152,315,475"	"152,693,470"	"153,046,135"	"153,435,466"	"153,876,197"	"154,666,308"	"155,037,185"	"155,436,403"	"155,813,100"
17/1/2023 16:33:27.28555	"152,337,546"	"152,721,871"	"153,081,131"	"153,470,868"	"153,911,633"	"154,697,190"	"155,057,201"	"155,447,790"	"155,817,498"
17/1/2023 16:33:27.78555	"152,351,886"	"152,740,236"	"153,098,308"	"153,489,291"	"153,932,761"	"154,721,643"	"155,085,652"	"155,472,560"	"155,838,461"
17/1/2023 16:33:28.28555	"152,352,783"	"152,738,165"	"153,096,782"	"153,487,634"	"153,929,244"	"154,716,879"	"155,085,652"	"155,466,873"	"155,834,781"
17/1/2023 16:33:28.78555	"152,348,094"	"152,732,575"	"153,089,606"	"153,479,167"	"153,916,888"	"154,694,005"	"155,049,047"	"155,439,574"	"155,817,679"
17/1/2023 16:33:29.28555	"152,356,965"	"152,734,610"	"153,084,273"	"153,479,167"	"153,900,650"	"154,683,210"	"155,049,682"	"155,444,351"	"155,818,144"
17/1/2023 16:33:29.78555	"152,343,316"	"152,727,202"	"153,081,609"	"153,470,765"	"153,908,385"	"154,695,078"	"155,061,849"	"155,455,920"	"155,827,767"
17/1/2023 16:33:30.28555	"152,343,438"	"152,727,346"	"153,081,984"	"153,470,899"	"153,908,715"	"154,695,336"	"155,061,851"	"155,455,373"	"155,827,040"
17/1/2023 16:33:30.78555	"152,343,369"	"152,727,212"	"153,081,467"	"153,470,712"	"153,908,804"	"154,695,732"	"155,062,054"	"155,455,697"	"155,827,489"
17/1/2023 16:33:31.28555	"152,343,394"	"152,726,995"	"153,081,695"	"153,470,459"	"153,908,614"	"154,695,712"	"155,062,131"	"155,455,914"	"155,827,486"
17/1/2023 16:33:31.78555	"152,343,412"	"152,726,955"	"153,081,511"	"153,470,380"	"153,908,566"	"154,695,451"	"155,061,894"	"155,455,546"	"155,827,539"
17/1/2023 16:33:32.28555	"152,343,340"	"152,726,796"	"153,081,411"	"153,470,199"	"153,908,197"	"154,695,406"	"155,061,822"	"155,455,543"	"155,827,302"
17/1/2023 16:33:32.78555	"152,343,226"	"152,726,865"	"153,081,234"	"153,470,241"	"153,908,117"	"154,695,250"	"155,061,693"	"155,455,482"	"155,827,291"
17/1/2023 16:33:33.28555	"152,343,419"	"152,726,591"	"153,081,245"	"153,470,045"	"153,908,127"	"154,695,192"	"155,061,767"	"155,455,432"	"155,827,256"
17/1/2023 16:33:33.78555	"152,343,074"	"152,726,747"	"153,080,992"	"153,469,973"	"153,908,057"	"154,695,073"	"155,061,663"	"155,455,336"	"155,827,347"
17/1/2023 16:33:34.28555	"152,343,185"	"152,726,510"	"153,081,095"	"153,469,907"	"153,907,841"	"154,695,085"	"155,061,599"	"155,455,331"	"155,827,337"
17/1/2023 16:33:34.78555	"152,343,044"	"152,726,583"	"153,081,027"	"153,470,017"	"153,907,908"	"154,695,112"	"155,061,597"	"155,455,436"	"155,827,304"
17/1/2023 16:33:35.28555	"152,342,943"	"152,726,357"	"153,080,982"	"153,468,773"	"153,907,805"	"154,694,872"	"155,061,508"	"155,455,373"	"155,827,263"
17/1/2023 16:33:35.78555	"152,342,981"	"152,726,444"	"153,080,825"	"153,469,641"	"153,907,760"	"154,694,980"	"155,061,493"	"155,455,325"	"155,827,131"
17/1/2023 16:33:36.28555	"152,342,945"	"152,726,440"	"153,080,679"	"153,469,685"	"153,907,687"	"154,694,886"	"155,061,487"	"155,455,254"	"155,827,186"
17/1/2023 16:33:36.78555	"152,342,765"	"152,726,357"	"153,080,662"	"153,469,523"	"153,907,720"	"154,694,845"	"155,061,420"	"155,455,236"	"155,827,135"
17/1/2023 16:33:37.28555	"152,342,907"	"152,726,258"	"153,080,558"	"153,469,549"	"153,907,543"	"154,694,921"	"155,061,375"	"155,455,167"	"155,826,986"
17/1/2023 16:33:37.78555	"152,342,791"	"152,726,238"	"153,080,664"	"153,469,480"	"153,907,647"	"154,694,964"	"155,061,438"	"155,455,179"	"155,827,212"
17/1/2023 16:33:38.28555	"152,342,787"	"152,726,267"	"153,080,436"	"153,469,464"	"153,907,588"	"154,694,805"	"155,061,440"	"155,455,181"	"155,827,127"
17/1/2023 16:33:38.78555	"152,342,703"	"152,726,353"	"153,080,541"	"153,469,414"	"153,907,566"	"154,694,705"	"155,061,285"	"155,455,172"	"155,827,091"
17/1/2023 16:33:39.28555	"152,342,635"	"152,726,156"	"153,080,563"	"153,469,234"	"153,907,470"	"154,694,797"	"155,061,396"	"155,455,215"	"155,827,062"
17/1/2023 16:33:39.78555	"152,342,820"	"152,726,107"	"153,080,519"	"153,469,445"	"153,907,404"	"154,694,801"	"155,061,360"	"155,455,121"	"155,827,030"
17/1/2023 16:33:40.28555	"152,342,808"	"152,726,015"	"153,080,590"	"153,469,385"	"153,907,300"	"154,694,733"	"155,061,324"	"155,455,208"	"155,826,955"
17/1/2023 16:33:40.78555	"152,342,771"	"152,726,067"	"153,080,366"	"153,469,378"	"153,907,322"	"154,694,780"	"155,061,444"	"155,455,090"	"155,826,900"
17/1/2023 16:33:41.28555	"152,342,631"	"152,725,935"	"153,080,355"	"153,469,218"	"153,907,366"	"154,694,829"	"155,061,176"	"155,455,078"	"155,827,020"
17/1/2023 16:33:41.78555	"152,342,793"	"152,726,138"	"153,080,391"	"153,468,250"	"153,907,327"	"154,694,760"	"155,061,127"	"155,455,086"	"155,827,029"
17/1/2023 16:33:42.28555	"152,342,665"	"152,725,749"	"153,080,353"	"153,469,298"	"153,907,329"	"154,694,679"	"155,061,271"	"155,455,071"	"155,826,997"
17/1/2023 16:33:42.78555	"152,342,554"	"152,725,896"	"153,080,313"	"153,469,144"	"153,907,353"	"154,694,645"	"155,061,255"	"155,455,138"	"155,827,070"
17/1/2023 16:33:43.28555	"152,342,495"	"152,725,879"	"153,080,302"	"153,469,121"	"153,907,254"	"154,694,602"	"155,061,198"	"155,454,945"	"155,827,033"
17/1/2023 16:33:43.78555	"152,342,440"	"152,725,881"	"153,080,203"	"153,469,113"	"153,907,338"	"154,694,612"	"155,061,139"	"155,454,985"	"155,826,914"
17/1/2023 16:33:44.28555	"152,342,545"	"152,725,917"	"153,080,295"	"153,468,967"	"153,907,165"	"154,694,497"	"155,061,279"	"155,455,004"	"155,827,028"
17/1/2023 16:33:44.78555	"152,342,623"	"152,725,848"	"153,080,222"	"153,468,096"	"153,907,198"	"154,694,678"	"155,061,162"	"155,454,956"	"155,826,883"
17/1/2023 16:33:45.28555	"152,342,595"	"152,725,907"	"153,080,281"	"153,469,010"	"153,907,070"	"154,694,592"	"155,061,090"	"155,455,082"	"155,827,048"
17/1/2023 16:33:45.78555	"152,342,421"	"152,725,690"	"153,080,116"	"153,468,929"	"153,907,181"	"154,694,571"	"155,061,066"	"155,454,922"	"155,826,855"
17/1/2023 16:33:46.28555	"152,342,392"	"152,725,648"	"153,080,087"	"153,468,947"	"153,907,073"	"154,694,515"	"155,061,134"	"155,454,946"	"155,826,852"
17/1/2023 16:33:46.78555	"152,342,517"	"152,725,774"	"153,080,080"	"153,468,944"	"153,907,035"	"154,694,542"	"155,061,013"	"155,455,010"	"155,826,854"
17/1/2023 16:33:47.28555	"152,342,415"	"152,725,750"	"153,080,113"	"153,469,008"	"153,907,050"	"154,694,538"	"155,061,106"	"155,454,972"	"155,826,791"
17/1/2023 16:33:47.78555	"152,342,366"	"152,725,539"	"153,079,981"	"153,468,824"	"153,907,110"	"154,694,531"	"155,061,034"	"155,454,892"	"155,826,912"
17/1/2023 16:33:48.28555	"152,342,520"	"152,725,703"	"153,079,940"	"153,467,729"	"153,907,102"	"154,694,588"	"155,061,139"	"155,454,919"	"155,826,911"
17/1/2023 16:33:48.78555	"152,342,401"	"152,725,690"	"153,080,050"	"153,469,019"	"153,907,093"	"154,694,393"	"155,061,080"	"155,454,842"	"155,826,875"
17/1/2023 16:33:49.28555	"152,342,353"	"152,725,732"	"153,079,966"	"153,468,840"	"153,907,094"	"154,694,492"	"155,061,031"	"155,454,841"	"155,826,825"
17/1/2023 16:33:49.78555	"152,342,407"	"152,725,774"	"153,080,007"	"153,467,989"	"153,906,980"	"154,694,502"	"155,060,952"	"155,454,952"	"155,826,913"
17/1/2023 16:33:50.28555	"152,342,283"	"152,725,649"	"153,079,802"	"153,469,031"	"153,907,055"	"154,694,406"	"155,060,943"	"155,454,860"	"155,826,867"
17/1/2023 16:33:50.78555	"152,342,247"	"152,725,618"	"153,079,926"	"153,468,801"	"153,906,967"	"154,694,430"	"155,061,026"	"155,454,925"	"155,826,858"
17/1/2023 16:33:51.28555	"152,342,285"	"152,725,430"	"153,079,988"	"153,468,847"	"153,906,931"	"154,694,548"	"155,061,023"	"155,454,911"	"155,826,906"
17/1/2023 16:33:51.78555	"152,342,253"	"152,725,622"	"153,080,049"	"153,468,733"	"153,907,042"	"154,694,536"	"155,060,971"	"155,454,889"	"155,826,860"
17/1/2023 16:33:52.28555	"152,342,383"	"152,725,771"	"153,079,867"	"153,467,638"	"153,907,031"	"154,694,336"	"155,060,919"	"155,454,906"	"155,826,769"
17/1/2023 16:33:52.78555	"152,309,494"	"152,693,585"	"153,051,840"	"153,440,800"	"153,879,842"	"154,661,067"	"155,026,381"	"155,420,285"	"155,795,072"
17/1/2023 16:33:53.28555	"152,294,522"	"152,670,873"	"153,031,598"	"153,426,868"	"153,867,244"	"154,659,999"	"155,023,846"	"155,411,646"	"155,782,103"
17/1/2023 16:33:53.78555	"152,288,498"	"152,659,108"	"153,004,868"	"153,426,868"	"153,826,605"	"154,633,316"	"155,010,305"	"155,417,502"	"155,805,528"
17/1/2023 16:33:54.28555	"152,280,060"	"152,655,648"	"153,004,995"	"153,384,646"	"153,825,593"	"154,625,754"	"154,998,699"	"155,401,094"	"155,786,115"
17/1/2023 16:33:54.78555	"152,280,663"	"152,656,892"	"153,007,850"	"153,384,646"	"153,829,632"	"154,629,764"	"155,001,745"	"155,404,447"	"155,791,712"
17/1/2023 16:33:55.28555	"152,268,024"	"152,651,820"	"153,003,276"	"153,384,646"	"153,828,656"	"154,619,114"	"155,000,199"	"155,406,314"	"155,784,655"
